eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
309.73,15.390000343322754,329.89,15.880000114440918,87.0,0.009062896482646465,0.1165974959731102,2.175274133682251,-0.013439248315989971,0.44513192772865295,0.8069845587015152,83.0,21248.0,15712.128754295,1359872.0
318.31,15.199999809265137,315.27,15.699999809265137,88.0,0.012574262917041779,0.1656901091337204,2.197964906692505,-0.015384708531200886,0.2707498073577881,0.8384607881307602,84.0,21504.0,15896.293417091,1376256.0
323.25,16.059999465942383,315.35,15.210000038146973,90.0,0.01266800332814455,0.1711629182100296,2.173556089401245,-0.007477717008441687,0.39277181029319763,0.815566822886467,85.0,21760.0,16076.792193591,1392640.0
320.96,16.479999542236328,340.92,16.0,90.0,0.00944106001406908,0.1259969025850296,2.176978826522827,-0.017876124009490013,0.3430645167827606,0.8181881606578827,86.0,22016.0,16257.070162745,1409024.0
317.05,16.770000457763672,338.6,16.25,90.0,0.008921108208596706,0.116943359375,2.17724347114563,-0.01800612173974514,0.32032158970832825,0.8526618182659149,87.0,22272.0,16438.267677509,1425408.0
331.57,17.18000030517578,328.29,16.459999084472656,90.0,0.01219996064901352,0.1633097380399704,2.1593449115753174,-0.015398930758237839,0.3573003113269806,0.7902040183544159,88.0,22528.0,16618.975218741,1441792.0
332.6,15.479999542236328,335.8,16.709999084472656,79.0,0.012149500660598278,0.1619873046875,2.159698009490967,-0.01190602034330368,0.4303770363330841,0.8077231049537659,89.0,22784.0,16824.726717521,1458176.0
333.03,16.670000076293945,333.91,15.770000457763672,68.0,0.00909272488206625,0.1153360977768898,2.126410484313965,-0.0063222493045032024,0.481299489736557,0.7899671941995621,90.0,23040.0,17065.132644591,1474560.0
339.15,19.25,360.75,17.959999084472656,61.0,0.010227001272141933,0.1383056640625,2.146315336227417,-0.007263743784278631,0.44445183873176575,0.8197988122701645,91.0,23296.0,17330.406282351,1490944.0
333.22,18.020000457763672,347.79,17.360000610351562,57.0,0.00985082145780325,0.1204833984375,2.1804940700531006,-0.009320949204266071,0.37061789631843567,0.7848895788192749,92.0,23552.0,17614.025083521,1507328.0
319.57,14.960000038146973,314.47,14.770000457763672,58.0,0.007378745824098587,0.086181640625,2.1966068744659424,-0.012667134404182434,0.3774472177028656,0.7950488030910492,93.0,23808.0,17895.46826535,1523712.0
330.23,16.979999542236328,336.43,16.5,55.0,0.007334304507821798,0.0909830704331398,2.167872190475464,-0.010386987589299679,0.3572908937931061,0.8141353577375412,94.0,24064.0,18189.322192469,1540096.0
345.63,19.469999313354492,342.73,17.84000015258789,52.0,0.008988392539322376,0.1156209334731102,2.204702138900757,-0.018118318170309067,0.2682003378868103,0.8239684849977493,95.0,24320.0,18499.698319474,1556480.0
342.97,19.030000686645508,321.12,16.31999969482422,49.0,0.010909323580563068,0.1512451171875,2.2181057929992676,-0.015206431038677692,0.2939801514148712,0.8471594154834747,96.0,24576.0,18831.37801291,1572864.0
